id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
2266,Saúl Ñíguez,10,477,0,0.14447129890322685,0,0.1898052990436554,5,3,1,0,D M S,Chelsea,0,0.14447129890322685,4.023326203227043,3.7069174721837044,2021
2310,Alphonse Areola,1,90,0,0,0,0,0,0,0,0,GK,West Ham,0,0,0,0,2021
2383,André Gomes,14,621,0,0.9899690942838788,1,0.15643610153347254,14,4,3,0,M S,Everton,0,0.9899690942838788,1.5198938827961683,0.4981835959479213,2021
2958,Oleksandr Zinchenko,15,1026,0,0.48749519884586334,4,2.3100200556218624,12,16,0,0,D S,Manchester City,0,0.48749519884586334,12.096755243837833,9.831302337348461,2021
3203,Issa Diop,13,964,0,0.05627400055527687,1,0.29183098673820496,2,1,0,0,D S,West Ham,0,0.05627400055527687,2.02760973572731,1.7357787489891052,2021
3387,Nicolas N&#039;Koulou,3,167,0,0,0,0.012984500266611576,0,1,0,0,D S,Watford,0,0,0.09647110104560852,0.09647110104560852,2021
3389,Benjamin Mendy,1,80,0,0,0,0.2885279953479767,0,2,0,0,D,Manchester City,0,0,0.1654050052165985,0.13293099403381348,2021
3428,Hélder Costa,1,20,0,0.018221000209450722,0,0,1,0,0,0,S,Leeds,0,0.018221000209450722,0,0,2021
3468,Jonas Lössl,2,180,0,0,0,0,0,0,0,0,GK,Brentford,0,0,0,0,2021
3696,Morgan Sanson,10,349,0,0.011810599826276302,0,0.028206299990415573,1,1,0,0,M S,Aston Villa,0,0.011810599826276302,0.8443006118759513,0.832490012049675,2021
4401,Emiliano Martinez,36,3240,0,0,0,0,0,0,4,0,GK,Aston Villa,0,0,2.479881220497191,2.479881220497191,2021
4475,Jed Steer,1,90,0,0,0,0,0,0,0,0,GK,Aston Villa,0,0,0.01069989986717701,0.01069989986717701,2021
4764,Jean-Philippe Gbamin,3,67,0,0,0,0,0,0,0,0,M S,Everton,0,0,0.05828259885311127,0.05828259885311127,2021
5043,Kiko Femenía,27,2157,0,0.06169210188090801,5,3.5831768922507763,3,23,2,0,D S,Watford,0,0.06169210188090801,3.984043716453016,3.022937606088817,2021
5061,Kepa,4,360,0,0,0,0,0,0,0,0,GK,Chelsea,0,0,0.7405957020819187,0.7405957020819187,2021
5191,Álvaro Fernández,12,1080,0,0,0,0,0,0,0,0,GK,Brentford,0,0,0.34285609796643257,0.34285609796643257,2021
5544,Angus Gunn,9,810,0,0,0,0,0,0,0,0,GK,Norwich,0,0,0.2774380147457123,0.2774380147457123,2021
5545,Wilfred Ndidi,19,1621,0,0.5835882108658552,0,0.07641300186514854,14,2,4,0,D M S,Leicester,0,0.5835882108658552,4.509538160637021,4.185820620507002,2021
5549,Luka Milivojevic,15,776,0,0.2893700925633311,0,0.6418907046318054,8,10,1,0,M S,Crystal Palace,0,0.2893700925633311,2.9156328924000263,2.5944893695414066,2021
5552,Nick Pope,36,3240,0,0,0,0.07061230018734932,0,2,1,0,GK,Burnley,0,0,3.3429428171366453,3.272330516949296,2021
5584,Aaron Wan-Bissaka,20,1795,0,0.2879096958786249,0,0.9214209783822298,5,14,2,0,D M,Manchester United,0,0.2879096958786249,5.104910586029291,4.2221742030233145,2021
5603,Aaron Ramsdale,34,3060,0,0,0,0,0,0,1,0,GK,Arsenal,0,0,3.995810028165579,3.995810028165579,2021
5648,Malang Sarr,8,549,0,0.020652199164032936,0,0.3875728938728571,1,3,2,0,D S,Chelsea,0,0.020652199164032936,1.337369790300727,0.9393736999481916,2021
5681,Giovani Lo Celso,9,223,0,0.7339944131672382,0,1.0649308785796165,9,5,0,0,M S,Tottenham,0,0.7339944131672382,1.4450752884149551,0.7877816185355186,2021
5708,Fernando Marçal,18,1468,0,0.6045070141553879,0,0.7216701917350292,11,10,3,0,D S,Wolverhampton Wanderers,0,0.6045070141553879,3.928286073729396,3.2729318952187896,2021
6027,Jairo Riedewald,3,112,0,0,0,0.05362439900636673,0,2,0,0,M S,Crystal Palace,0,0,0.7066323831677437,0.6811745837330818,2021
6044,Charlie Taylor,31,2729,0,0.193946810439229,3,3.4197498923167586,7,20,3,0,D S,Burnley,0,0.193946810439229,6.872189286164939,4.554764634929597,2021
6049,Solly March,31,1723,0,1.4529976956546307,2,2.9942420180886984,21,34,1,0,D F M S,Brighton,0,1.4529976956546307,7.240960534662008,4.095688569359481,2021
6051,Dale Stephens,3,121,0,0.04461440071463585,0,0.017272500321269035,1,1,1,0,M S,Burnley,0,0.04461440071463585,0.061886899173259735,0,2021
6054,Ederson,37,3330,0,0,0,0,0,0,3,0,GK,Manchester City,0,0,9.95296686142683,9.95296686142683,2021
6080,Victor Lindelöf,28,2349,0,0.18983770348131657,2,0.6558029912412167,3,4,4,0,D S,Manchester United,0,0.18983770348131657,6.806016536429524,6.787732543423772,2021
6104,Will Hughes,16,1071,0,0.13572119548916817,1,0.9568462930619717,6,9,6,0,M S,Crystal Palace,0,0.13572119548916817,3.0648518539965153,2.7063899599015713,2021
6108,Rodrigo Bentancur,17,1376,0,0.5784619925543666,4,3.092965390533209,14,15,5,0,M S,Tottenham,0,0.5784619925543666,12.166082246229053,10.826841033995152,2021
6163,Nélson Semedo,25,2151,0,1.3901756666600704,1,1.3628809936344624,19,18,1,0,D,Wolverhampton Wanderers,0,1.3901756666600704,5.291687090881169,2.8525946140289307,2021
6252,Lyanco,15,898,0,0.25548440031707287,0,0.17410700023174286,6,3,2,0,D S,Southampton,0,0.25548440031707287,1.7961761131882668,1.7197611071169376,2021
6273,Robin Koch,20,1573,0,1.0864260611124337,0,0.2802755981683731,13,5,3,0,D M S,Leeds,0,1.0864260611124337,4.028054466936737,3.2361267395317554,2021
6310,Boubakary Soumare,19,1102,0,0.3298372942954302,1,0.2856833077967167,6,6,0,0,M S,Leicester,0,0.3298372942954302,3.370994893833995,3.0025111604481936,2021
6314,Joachim Andersen,34,2917,0,0.48417360056191683,3,1.383201688528061,8,18,4,0,D S,Crystal Palace,0,0.48417360056191683,8.210467763245106,8.000136675313115,2021
6326,Ibrahima Konaté,11,990,0,0.20516260154545307,0,0,4,0,2,0,D,Liverpool,0,0.20516260154545307,3.758265731856227,3.758265731856227,2021
6377,Joe Rodon,3,86,0,0,0,0,0,0,0,0,S,Tottenham,0,0,0,0,2021
6418,Hamza Choudhury,6,289,0,0.020226800814270973,0,0,1,0,1,0,D M S,Leicester,0,0.020226800814270973,2.0293576195836067,2.0293576195836067,2021
6451,Nathan Ferguson,1,6,0,0,0,0,0,0,0,0,S,Crystal Palace,0,0,0,0,2021
6477,Cenk Tosun,1,2,0,0,0,0,0,0,0,0,S,Everton,0,0,0.01560330018401146,0.01560330018401146,2021
6485,Júnior Firpo,24,1735,0,0.936143696308136,2,2.523067930713296,11,22,11,0,D M S,Leeds,0,0.936143696308136,4.836824830621481,2.7177316173911095,2021
6492,Reiss Nelson,1,18,0,0.037433598190546036,0,0.060589298605918884,1,1,0,0,S,Arsenal,0,0.037433598190546036,0.1122170016169548,0.014194600284099579,2021
6500,Romain Perraud,20,1630,0,0.7305768830701709,1,0.4040513997897506,19,8,3,0,D M S,Southampton,0,0.7305768830701709,3.1580281164497137,2.5399267859756947,2021
6521,Yerry Mina,13,842,0,0.23676499910652637,0,0.025555599480867386,6,1,3,0,D S,Everton,0,0.23676499910652637,0.9664667006582022,0.8685788009315729,2021
6532,Martin Dubravka,26,2340,0,0,0,0.03341769985854626,0,2,1,0,GK,Newcastle United,0,0,1.6716708987951279,1.6382531989365816,2021
6538,Oghenekaro Etebo,9,387,0,0.037510599941015244,0,0.11592760309576988,3,2,3,0,M S,Watford,0,0.037510599941015244,0.5564560107886791,0.4183493060991168,2021
6542,Jürgen Locadia,1,20,0,0.05609799921512604,0,0,1,0,0,0,S,Brighton,0,0.05609799921512604,0.05609799921512604,0,2021
6736,Ibrahima Diallo,23,1008,0,0.33658369816839695,2,1.0428851870819926,8,16,1,0,M S,Southampton,0,0.33658369816839695,3.8568216264247894,2.6416625948622823,2021
6756,Dwight McNeil,38,3130,0,2.4431664869189262,1,5.014778325334191,52,47,1,0,M S,Burnley,0,2.4431664869189262,10.09029270336032,4.545858952216804,2021
6837,Ryan Sessegnon,15,1065,0,0.3844358064234257,2,3.275636812672019,6,14,2,0,D M S,Tottenham,0,0.3844358064234257,7.321053458377719,4.77503040805459,2021
6841,Ken Sema,18,835,0,0.14888180047273636,0,1.5890225917100906,3,12,1,0,F M S,Watford,0,0.14888180047273636,1.7515804246068,1.4122577235102654,2021
6850,Willy Boly,10,900,0,0.08892799913883209,0,0.06295730173587799,2,1,1,0,D,Wolverhampton Wanderers,0,0.08892799913883209,2.5500261951237917,2.5500261951237917,2021
6857,Morgan Gibbs-White,2,4,0,0.09891019761562347,0,0,2,0,1,0,S,Wolverhampton Wanderers,0,0.09891019761562347,0.13725019991397858,0.038339901715517044,2021
6880,Edouard Mendy,34,3060,0,0,0,0,0,0,3,0,GK,Chelsea,0,0,5.087311686947942,5.087311686947942,2021
6891,Ryan Fredericks,7,296,0,0,0,0.11661290377378464,0,2,1,0,D S,West Ham,0,0,0.604052297770977,0.550477996468544,2021
6923,Mohammed Salisu,34,2972,0,1.7930021919310093,0,0.5444615967571735,24,9,8,1,D S,Southampton,0,1.7930021919310093,7.8109620194882154,7.580639097839594,2021
6947,Samuel Kalu,4,220,0,0.39263080433011055,0,0.29245299100875854,4,1,0,0,F S,Watford,0,0.39263080433011055,0.7094595246016979,0.08331560343503952,2021
6962,Robin Olsen,1,90,0,0,0,0,0,0,0,0,GK,Aston Villa,0,0,0.07991970330476761,0.07991970330476761,2021
6996,William Troost-Ekong,17,1381,0,0.10419339779764414,0,0.07055959850549698,2,1,3,0,D S,Watford,0,0.10419339779764414,2.1512107932940125,2.0682591954246163,2021
7081,Francisco Sierralta,5,430,0,0.03239230066537857,0,0,1,0,0,0,D,Watford,0,0.03239230066537857,0.29681140184402466,0.29681140184402466,2021
7166,Mathias Jensen,31,1598,0,2.7016564928926528,1,3.1610329784452915,19,35,0,0,M S,Brentford,0,2.7016564928926528,7.237036062870175,2.972486024722457,2021
7198,Oliver Skipp,18,1340,0,0.14636439830064774,0,0.7628861851990223,4,8,6,0,M S,Tottenham,0,0.14636439830064774,6.278732741251588,5.448809338733554,2021
7235,Jason Steele,1,90,0,0,0,0,0,0,0,0,GK,Brighton,0,0,0,0,2021
7278,Imran Louza,20,1443,0,1.1728496914729476,0,0.8327764142304659,17,15,6,0,M S,Watford,0,1.1728496914729476,3.5507579129189253,2.6552259493619204,2021
7280,Yan Valery,5,368,0,0.025073199532926083,0,0.25505098700523376,2,1,0,0,D S,Southampton,0,0.025073199532926083,1.1389364823698997,1.1138634905219078,2021
7281,Diogo Dalot,24,1790,0,0.660338506102562,0,0.8457392938435078,13,16,4,0,D S,Manchester United,0,0.660338506102562,7.871010458096862,6.755061635747552,2021
7298,Ben White,32,2880,0,0.6877354960888624,0,1.1921783965080976,12,13,3,0,D,Arsenal,0,0.6877354960888624,10.001042181625962,9.336444577202201,2021
7338,Bryan Gil Salvatierra,9,76,0,0.10067100077867508,0,0.10442430153489113,1,2,0,0,S,Tottenham,0,0.10067100077867508,0.9023013021796942,0.7428102996200323,2021
7376,Ozan Kabak,11,926,0,0.5807484108954668,0,0.030333801172673702,5,2,2,0,D,Norwich,0,0.5807484108954668,0.9165707966312766,0.8188285967335105,2021
7546,Harvey Elliott,6,348,0,0.6139416918158531,0,0.5197128988802433,10,9,0,0,M S,Liverpool,0,0.6139416918158531,3.1572379767894745,2.2090619802474976,2021
7589,Wesley Fofana,7,630,0,0.5680099092423916,0,0.03604919835925102,3,2,2,0,D,Leicester,0,0.5680099092423916,2.999755318276584,2.980498324148357,2021
7688,Max Aarons,34,2882,0,0.8394248560070992,2,1.7876457879319787,13,20,8,0,D S,Norwich,0,0.8394248560070992,4.762461667880416,2.484261809848249,2021
7689,Ben Godfrey,23,2034,0,1.3012615218758583,0,0.7069949032738805,18,12,6,0,D,Everton,0,1.3012615218758583,2.775720400735736,2.278058306314051,2021
7691,Jamal Lewis,5,261,0,0,0,0.02689019963145256,0,1,1,0,D S,Newcastle United,0,0,0.2706953976303339,0.24380519799888134,2021
7695,Todd Cantwell,8,443,0,0.1200836393982172,0,0.30902099609375,5,1,2,0,F M S,Norwich,0,0.1200836393982172,0.6448747999966145,0.28419749438762665,2021
7701,Moussa Djenepo,12,449,0,1.276968114078045,0,0.26977140083909035,11,6,3,0,M S,Southampton,0,1.276968114078045,2.4210695922374725,1.098878813907504,2021
7722,Trézéguet,1,8,0,0.050483498722314835,0,0,1,0,0,0,S,Aston Villa,0,0.050483498722314835,0.46437200903892517,0.41388899087905884,2021
7724,Wesley,1,1,0,0,0,0,0,0,0,0,S,Aston Villa,0,0,0,0,2021
7753,James Justin,13,993,0,0.5318179950118065,0,0.8498176038265228,5,9,0,0,D S,Leicester,0,0.5318179950118065,5.432251468300819,4.53668899089098,2021
7817,Zack Steffen,1,90,0,0,0,0,0,0,0,0,GK,Manchester City,0,0,0.33525899052619934,0.33525899052619934,2021
7904,Caoimhin Kelleher,2,180,0,0,0,0,0,0,0,0,GK,Liverpool,0,0,0.33267999440431595,0.33267999440431595,2021
7931,Takehiro Tomiyasu,21,1688,0,0.3872380005195737,1,0.9992056842893362,11,12,2,0,D S,Arsenal,0,0.3872380005195737,8.340697228908539,7.47922095656395,2021
7988,Billy Gilmour,24,1864,0,0.8399608237668872,1,1.0502577098086476,18,25,2,0,M S,Norwich,0,0.8399608237668872,4.431802229955792,3.5529233319684863,2021
7990,Christoph Zimmermann,3,162,0,0.03771389927715063,0,0,2,0,0,0,D S,Norwich,0,0.03771389927715063,0.25520010106265545,0.22771450132131577,2021
7991,Aaron Connolly,4,152,0,0.5994888693094254,0,0.3804109990596771,2,1,0,0,F S,Brighton,0,0.5994888693094254,1.0079350173473358,0.028034599497914314,2021
8017,Alex Kral,1,1,0,0,0,0,0,0,0,0,S,West Ham,0,0,0,0,2021
8020,Steven Alzate,9,410,0,0.081243596971035,0,0.14678999781608582,1,2,0,0,M S,Brighton,0,0.081243596971035,0.919185608625412,0.919185608625412,2021
8040,Marvelous Nakamba,16,905,0,0,0,0.045388299971818924,0,2,5,0,M S,Aston Villa,0,0,1.7517936192452908,1.7517936192452908,2021
8075,Brandon Williams,26,2120,0,0.15530789736658335,1,1.9216502672061324,4,21,8,0,D S,Norwich,0,0.15530789736658335,4.284037738107145,3.1663006637245417,2021
8179,Luke Cundle,4,181,0,0,0,0.534778505563736,0,2,0,0,M S,Wolverhampton Wanderers,0,0,0.7075624763965607,0.22951149940490723,2021
8204,Neco Williams,1,6,0,0,1,0.5961819887161255,0,1,0,0,S,Liverpool,0,0,0.5961819887161255,0.5961819887161255,2021
8214,Tyrick Mitchell,36,3100,0,0.2213800959289074,2,1.9149616742506623,4,21,1,0,D S,Crystal Palace,0,0.2213800959289074,8.975611304864287,7.2545147351920605,2021
8222,Japhet Tanganga,11,751,0,0.44864410534501076,0,0.24557200074195862,7,2,2,1,D S,Tottenham,0,0.44864410534501076,1.5058241300284863,1.3856447152793407,2021
8224,William Smallbone,4,136,0,0.06670799851417542,0,0.05095230042934418,1,1,0,0,F M S,Southampton,0,0.06670799851417542,0.06670799851417542,0,2021
8226,Tariq Lamptey,30,1543,0,0.9944676943123341,2,2.8592303851619363,19,21,4,0,D F M S,Brighton,0,0.9944676943123341,5.926399769261479,3.0341785084456205,2021
8235,Jeremy Ngakia,16,895,0,0.09314170107245445,0,0.8597987927496433,5,4,0,0,D S,Watford,0,0.09314170107245445,2.321479097008705,2.1996523682028055,2021
8351,Ki-Jana Hoever,8,304,0,0.03382990136742592,0,0.08631429821252823,1,1,1,0,D S,Wolverhampton Wanderers,0,0.03382990136742592,0.5698080062866211,0.48349300026893616,2021
8380,Pablo Marí,2,180,0,0.031568098813295364,0,0.42649099230766296,1,1,1,0,D,Arsenal,0,0.031568098813295364,0.37587519735097885,0.37587519735097885,2021
8456,Nathan Tella,14,831,0,0.6766912061721087,1,0.6299310103058815,12,8,2,0,D F M S,Southampton,0,0.6766912061721087,1.3331405092030764,0.2192915938794613,2021
8497,Cole Palmer,4,123,0,0.2807210087776184,0,0.4464449882507324,4,2,0,0,F S,Manchester City,0,0.2807210087776184,2.009626030921936,1.3054470047354698,2021
8544,Lewis Bate,3,152,0,0.016889000311493874,0,0,1,0,0,0,M S,Leeds,0,0.016889000311493874,0.3578290045261383,0.3578290045261383,2021
8562,Luke Thomas,22,1915,0,0.1825287975370884,1,1.415246207267046,4,12,2,0,D M S,Leicester,0,0.1825287975370884,5.838355425745249,4.690966442227364,2021
8582,Ellis Simms,1,63,0,0,0,0,0,0,0,0,F,Everton,0,0,0,0,2021
8715,Illan Meslier,38,3396,0,0,0,0,0,0,2,0,GK,Leeds,0,0,4.664672617800534,4.664672617800534,2021
8719,Kalvin Phillips,20,1598,0,0.7691682074218988,1,1.1643210090696812,15,9,4,0,D M S,Leeds,0,0.7691682074218988,3.862932711839676,3.543631635606289,2021
8721,Jamie Shackleton,14,692,0,0.16730489768087864,0,0.01333060022443533,4,1,4,0,D M S,Leeds,0,0.16730489768087864,1.521284120157361,1.340648977085948,2021
8778,Fabio Silva,22,558,0,2.7407572958618402,0,0.4091929914429784,19,3,0,0,F S,Wolverhampton Wanderers,0,2.7407572958618402,3.1683833450078964,0.36884760297834873,2021
8816,Liam Cooper,21,1814,0,0.2801405992358923,1,0.13216600194573402,6,4,5,0,D,Leeds,0,0.2801405992358923,3.4019787572324276,3.3240342624485493,2021
8852,Konstantinos Tsimikas,13,866,0,0.6705739852041006,2,2.1310061253607273,8,25,3,0,D S,Liverpool,0,0.6705739852041006,6.504660248756409,5.575182115659118,2021
8868,Liam Delap,1,7,0,0,0,0,0,0,0,0,S,Manchester City,0,0,0,0,2021
8965,Vladimir Coufal,28,2211,0,0.5571807976812124,4,2.711205866187811,11,21,3,1,D S,West Ham,0,0.5571807976812124,10.270922681316733,8.42933842074126,2021
9098,Robert Sánchez,37,3330,0,0,0,0.6362469159066677,0,3,3,1,GK,Brighton,0,0,5.044877408072352,4.756718395277858,2021
9220,Charlie Cresswell,5,130,0,0.06303489953279495,0,0,1,0,1,0,D S,Leeds,0,0.06303489953279495,0.2912192065268755,0.2912192065268755,2021
9284,Jakub Moder,28,1709,0,3.1035482864826918,3,2.5826615393161774,28,16,1,0,D F M S,Brighton,0,3.1035482864826918,7.955996491014957,3.4272286519408226,2021
9287,Tyler Onyango,3,23,0,0.031716201454401016,0,0,1,0,0,0,S,Everton,0,0.031716201454401016,0.031716201454401016,0,2021
9332,Dane Scarlett,1,2,0,0,0,0,0,0,0,0,S,Tottenham,0,0,0,0,2021
9356,Carney Chukwuemeka,12,266,0,0.6268898099660873,1,0.9877786859869957,4,2,0,0,M S,Aston Villa,0,0.6268898099660873,2.198258690536022,0.676293196156621,2021
9359,Shola Shoretire,1,14,0,0,0,0,0,0,0,0,S,Manchester United,0,0,0,0,2021
9415,Jaden Philogene-Bidace,1,1,0,0,0,0,0,0,0,0,S,Aston Villa,0,0,0,0,2021
9461,Jesurun Rak-Sakyi,2,80,0,0,0,0,0,0,0,0,M S,Crystal Palace,0,0,0.03642880171537399,0.03642880171537399,2021
9470,Isaac Price,1,10,0,0.26678699254989624,0,0,1,0,0,0,S,Everton,0,0.26678699254989624,0.26678699254989624,0,2021
9492,Crysencio Summerville,6,124,0,0.3223911002278328,0,0.0485542006790638,2,2,0,0,S,Leeds,0,0.3223911002278328,0.4145205095410347,0.07972969859838486,2021
9493,Sam Greenwood,7,222,0,0.22598399966955185,2,0.4314804896712303,4,4,0,0,M S,Leeds,0,0.22598399966955185,1.2256466001272202,0.6733732083812356,2021
9499,Cody Drameh,3,122,0,0,0,0.023293599486351013,0,1,1,0,D S,Leeds,0,0,0.3427668996155262,0.3194733001291752,2021
9554,Tim Iroegbunam,3,91,0,0.10066100209951401,0,0,1,0,1,0,M S,Aston Villa,0,0.10066100209951401,0.10236839950084686,0.10236839950084686,2021
9558,Hannibal Mejbri,2,68,0,0.04541569948196411,0,0,1,0,2,0,M S,Manchester United,0,0.04541569948196411,0.04541569948196411,0,2021
9676,David Raya,24,2160,0,0,0,0.0409960001707077,0,1,1,0,GK,Brentford,0,0,4.120813246816397,4.120813246816397,2021
9681,Frank Onyeka,20,1056,0,0.7653771908953786,0,0.16351560223847628,16,4,4,0,M S,Brentford,0,0.7653771908953786,1.5919902855530381,0.9403915964066982,2021
9682,Mads Bidstrup,4,26,0,0,0,0,0,0,0,0,S,Brentford,0,0,0,0,2021
9683,Mads Bech Sørensen,11,841,0,0.07186190038919449,0,0.34183360263705254,2,7,3,0,D S,Brentford,0,0.07186190038919449,1.5663126846775413,1.2244802778586745,2021
9684,Marcus Forss,7,183,0,0.2957523949444294,1,0.42056599259376526,5,1,0,0,F S,Brentford,0,0.2957523949444294,0.158866997808218,0,2021
9687,Charlie Goode,6,446,0,0.08599329739809036,0,1.0358272045850754,2,7,3,0,D S,Brentford,0,0.08599329739809036,1.197367712855339,0.8813184946775436,2021
9689,Albert Sambi Lokonga,19,1125,0,0.585317600518465,0,0.8354285042732954,20,18,5,0,M S,Arsenal,0,0.585317600518465,5.447862323373556,4.692085664719343,2021
9690,Folarin Balogun,2,69,0,0.15745499730110168,0,0,3,0,0,0,F S,Arsenal,0,0.15745499730110168,0.15745499730110168,0,2021
9700,Kristoffer Klaesson,1,24,0,0,0,0,0,0,0,0,S,Leeds,0,0,0.8658530116081238,0.8658530116081238,2021
9735,Taylor Richards,2,17,0,0.02142450027167797,0,0.007314530201256275,1,1,0,0,S,Brighton,0,0.02142450027167797,0.1937687061727047,0.16502970084547997,2021
9740,José Sá,37,3291,0,0,1,0.3950190022587776,0,2,3,0,GK,Wolverhampton Wanderers,0,0,2.492334073409438,2.0973150711506605,2021
9741,Chem Campbell,1,9,0,0,0,0,0,0,0,0,S,Wolverhampton Wanderers,0,0,0.05672749876976013,0.05672749876976013,2021
9745,Dimitris Giannoulis,18,1170,0,0.10428130254149437,1,0.5381213938817382,2,9,2,0,D S,Norwich,0,0.10428130254149437,2.320780213922262,1.895545769482851,2021
9746,Christos Tzolis,14,321,0,0.3333491999655962,0,0.7744663059711456,6,8,0,0,F M S,Norwich,0,0.3333491999655962,1.6014234013855457,0.6376846889033914,2021
9747,Bali Mumba,1,43,0,0,0,0,0,0,0,0,S,Norwich,0,0,0,0,2021
9748,Jacob Sørensen,10,595,0,0.1915943929925561,0,0,5,0,0,0,D M S,Norwich,0,0.1915943929925561,0.5175428995862603,0.5074065998196602,2021
9912,Cameron Archer,3,20,0,0.02824229933321476,0,0,1,0,0,0,S,Aston Villa,0,0.02824229933321476,0.059728801250457764,0.031486500054597855,2021
9915,Dominic Thompson,2,154,0,0.025226600468158722,0,0,1,0,0,0,D,Brentford,0,0.025226600468158722,0.05206830054521561,0.026841599494218826,2021
9916,Finley Stevens,1,11,0,0,0,0.028888199478387833,0,1,0,0,S,Brentford,0,0,0,0,2021
9933,Liam McCarron,1,6,0,0,0,0,0,0,0,0,S,Leeds,0,0,0,0,2021
9957,Ozan Tufan,7,341,0,0.3498202944174409,0,0.26492899656295776,3,4,0,0,M S,Watford,0,0.3498202944174409,1.2360550966113806,0.621306287124753,2021
10001,Stuart McKinstry,1,1,0,0,0,0,0,0,0,0,S,Leeds,0,0,0,0,2021
10027,Lewis Dobbin,3,29,0,0,0,0,0,0,1,0,S,Everton,0,0,0,0,2021
10028,Leo Fuhr Hjelde,2,150,0,0,0,0.023741599172353745,0,1,0,0,S,Leeds,0,0,0.10357639566063881,0.07983479648828506,2021
10036,Jeremy Sarmiento,5,35,0,0,0,0,0,0,0,0,M S,Brighton,0,0,0.056968700140714645,0.056968700140714645,2021
10061,Harrison Ashby,1,6,0,0,0,0,0,0,0,0,S,West Ham,0,0,0,0,2021
10091,Tyler Morton,2,68,0,0,0,0,0,0,1,0,M S,Liverpool,0,0,0.02863050065934658,0.02863050065934658,2021
10092,Tariqe Fosu-Henry,1,15,0,0.05358149856328964,0,0,1,0,0,0,S,Brentford,0,0.05358149856328964,0.05358149856328964,0,2021
10097,Przemyslaw Placheta,12,513,0,0.39591009728610516,0,0.588469609618187,8,4,1,0,F M S,Norwich,0,0.39591009728610516,0.9923206083476543,0.1289863958954811,2021
10118,Kaide Gordon,1,7,0,0.49112099409103394,0,0,1,0,0,0,S,Liverpool,0,0.49112099409103394,0.49112099409103394,0,2021
10126,James McAtee,2,15,0,0.08864869922399521,0,0,1,0,0,0,S,Manchester City,0,0.08864869922399521,0.08864869922399521,0,2021
10141,Sonny Perkins,1,1,0,0,0,0,0,0,0,0,S,West Ham,0,0,0,0,2021
10150,Nathan Young-Coombes,1,1,0,0,0,0,0,0,0,0,S,Brentford,0,0,0,0,2021
10166,Kasey McAteer,1,1,0,0,0,0,0,0,0,0,S,Leicester,0,0,0,0,2021
10168,Lewis Brunt,1,22,0,0,0,0,0,0,0,0,S,Leicester,0,0,0.01724199950695038,0.01724199950695038,2021
10172,Jonathan Rowe,13,179,0,0.19853759557008743,1,0.4054669924080372,3,5,0,0,S,Norwich,0,0.19853759557008743,0.5169213898479939,0.2255803979933262,2021
10174,CJ Egan-Riley,1,1,0,0,0,0,0,0,0,0,S,Manchester City,0,0,0,0,2021
10177,Evan Ferguson,1,20,0,0,0,0,0,0,0,0,S,Brighton,0,0,0.021618900820612907,0.021618900820612907,2021
10203,Kayky,1,5,0,0,0,0,0,0,0,0,S,Manchester City,0,0,0,0,2021
10290,Edo Kayembe,13,793,0,0.13618620205670595,0,0.42149388417601585,6,6,0,0,M S,Watford,0,0.13618620205670595,1.8325098045170307,1.4051875956356525,2021
10293,Toti,4,360,0,0.036618199199438095,0,0,1,0,1,0,D,Wolverhampton Wanderers,0,0.036618199199438095,0.29255499690771103,0.29255499690771103,2021
10327,Chiquinho,8,191,0,0.5611130073666573,3,1.0862637870013714,5,5,0,0,D S,Wolverhampton Wanderers,0,0.5611130073666573,1.7611470185220242,0.1935874968767166,2021
10405,Josh Dasilva,9,242,0,0.10198599845170975,0,0.18233780562877655,1,3,0,1,F M S,Brentford,0,0.10198599845170975,0.4496143078431487,0.16529020201414824,2021
10424,Daniel Chesters,1,1,0,0,0,0,0,0,0,0,S,West Ham,0,0,0,0,2021
10525,Tony Springett,3,138,0,0.5181649923324585,0,0.5140159726142883,1,2,1,0,M S,Norwich,0,0.5181649923324585,1.0925300121307373,0.0603456012904644,2021
10552,Alejandro Garnacho,2,11,0,0,0,0,0,0,0,0,S,Manchester United,0,0,0,0,2021
8260,Erling Haaland,35,2803,36,32.761399537324905,8,5.8491098545491695,123,29,5,0,F S,Manchester City,29,27.433209866285324,31.963398084044456,3.285816218703985,2022
647,Harry Kane,38,3414,30,23.06444012373686,3,7.547407771460712,133,57,6,0,F,Tottenham,25,18.497427217662334,25.079117983579636,5.095352162607014,2022
998,Ivan Toney,33,2960,20,21.69119757413864,4,4.909892840310931,94,26,9,0,F,Brentford,14,16.363018790259957,18.1100468672812,4.024585669860244,2022
1250,Mohamed Salah,38,3307,19,23.340063713490963,12,8.720245610922575,125,65,2,0,F M S,Liverpool,17,20.295387655496597,32.54413793236017,8.866782674565911,2022
468,Callum Wilson,31,1911,18,18.856768030673265,5,3.567963434383273,73,24,4,0,F S,Newcastle United,15,16.57326026633382,15.517562381923199,1.810890594497323,2022
556,Marcus Rashford,35,2907,17,18.761760517954826,5,3.7354129292070866,108,31,2,0,F M S,Manchester United,17,18.761760517954826,30.331113813444972,9.589746218174696,2022
2517,Martin Odegaard,37,3203,15,9.137760860845447,7,9.209956639446318,93,77,4,0,M,Arsenal,15,9.137760860845447,27.893760193139315,15.047104069963098,2022
